OrderNumber,Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,OrderQty,UnitPrice,UnitCost,CustomerID,ProductID,Region
ORD-10560,Online,WHS-05,2024-10-08,2024-10-12,2024-10-16,2024-10-20,582,8.72,6.66,CUST-0205,PRD-003,Ege
ORD-10561,Online,WHS-06,2025-01-14,2025-01-15,2025-01-19,2025-01-23,562,75.41,50.02,CUST-0100,PRD-002,Akdeniz
ORD-10562,Wholesale,WHS-02,2025-05-23,2025-05-27,2025-05-31,2025-06-06,22,45.93,29.59,CUST-0222,PRD-001,Akdeniz
ORD-10563,Wholesale,WHS-03,2024-03-24,2024-03-26,2024-03-31,2024-04-11,361,99.27,63.26,CUST-0011,PRD-003,Ege
ORD-10564,Wholesale,WHS-02,2025-06-18,2025-06-22,2025-06-27,2025-07-06,275,19.76,15.54,CUST-0154,PRD-001,Marmara
ORD-10565,Online,WHS-01,2025-02-25,2025-02-26,2025-03-03,2025-03-06,530,37.05,24.88,CUST-0294,PRD-004,İç Anadolu
ORD-10566,Wholesale,WHS-06,2024-06-17,2024-06-18,2024-06-20,2024-06-21,520,27.04,18.09,CUST-0085,PRD-002,Ege
ORD-10567,Online,WHS-04,2024-07-15,2024-07-17,2024-07-19,2024-07-31,85,71.92,59.08,CUST-0125,PRD-003,Ege
ORD-10568,Wholesale,WHS-01,2024-01-02,2024-01-03,2024-01-06,2024-01-18,313,92.44,59.6,CUST-0112,PRD-004,İç Anadolu
ORD-10569,Online,WHS-02,2024-09-09,2024-09-10,2024-09-15,2024-09-21,240,50.1,31.03,CUST-0216,PRD-003,Akdeniz
ORD-10570,Wholesale,WHS-01,2025-02-13,2025-02-17,2025-02-21,2025-02-27,560,78.69,68.92,CUST-0145,PRD-003,Marmara
ORD-10571,Retail,WHS-06,2025-07-16,2025-07-17,2025-07-22,2025-07-30,74,63.59,51.06,CUST-0289,PRD-003,Akdeniz
ORD-10572,Retail,WHS-04,2024-12-17,2024-12-20,2024-12-22,2025-01-02,590,65.48,42.87,CUST-0032,PRD-002,Marmara
ORD-10573,Retail,WHS-01,2024-02-26,2024-02-29,2024-03-06,2024-03-13,481,83.1,58.93,CUST-0289,PRD-001,İç Anadolu
ORD-10574,Retail,WHS-02,2024-08-16,2024-08-17,2024-08-21,2024-08-24,439,68.74,48.32,CUST-0110,PRD-002,İç Anadolu
ORD-10575,Online,WHS-06,2024-11-04,2024-11-05,2024-11-12,2024-11-16,181,126.6,77.47,CUST-0164,PRD-001,Akdeniz
ORD-10576,Wholesale,WHS-05,2024-02-11,2024-02-13,2024-02-15,2024-02-20,279,25.35,20.11,CUST-0208,PRD-001,Akdeniz
ORD-10577,Retail,WHS-05,2025-06-13,2025-06-13,2025-06-18,2025-06-28,418,12.61,9.79,CUST-0259,PRD-002,Marmara
ORD-10578,Wholesale,WHS-02,2024-09-11,2024-09-14,2024-09-16,2024-09-27,112,101.99,77.28,CUST-0258,PRD-003,Ege
ORD-10579,Online,WHS-02,2024-03-28,2024-03-31,2024-04-07,2024-04-15,258,83.44,62.48,CUST-0005,PRD-003,Ege
ORD-10580,Retail,WHS-04,2024-06-17,2024-06-21,2024-06-27,2024-06-29,366,60.06,40.72,CUST-0255,PRD-003,Marmara
ORD-10581,Online,WHS-06,2024-01-11,2024-01-14,2024-01-16,2024-01-29,425,108.23,79.66,CUST-0237,PRD-001,Marmara
ORD-10582,Online,WHS-03,2025-04-05,2025-04-07,2025-04-13,2025-04-26,259,52.4,36.91,CUST-0300,PRD-004,İç Anadolu
ORD-10583,Retail,WHS-05,2024-12-18,2024-12-21,2024-12-22,2025-01-03,288,80.05,67.22,CUST-0226,PRD-001,Akdeniz
ORD-10584,Wholesale,WHS-02,2025-01-02,2025-01-03,2025-01-09,2025-01-20,46,53.98,37.15,CUST-0071,PRD-004,Marmara
ORD-10585,Online,WHS-05,2024-11-02,2024-11-03,2024-11-06,2024-11-15,403,12.96,9.78,CUST-0010,PRD-004,Akdeniz
ORD-10586,Retail,WHS-04,2024-10-07,2024-10-10,2024-10-12,2024-10-16,105,59.42,37.59,CUST-0146,PRD-003,İç Anadolu
ORD-10587,Wholesale,WHS-06,2024-08-13,2024-08-13,2024-08-19,2024-08-23,429,18.73,15.0,CUST-0028,PRD-002,İç Anadolu
ORD-10588,Online,WHS-02,2025-05-27,2025-05-28,2025-05-29,2025-06-09,174,62.71,55.55,CUST-0294,PRD-003,Ege
ORD-10589,Retail,WHS-04,2024-02-28,2024-02-28,2024-03-03,2024-03-10,219,8.25,5.55,CUST-0247,PRD-002,Marmara
ORD-10590,Wholesale,WHS-03,2025-01-14,2025-01-15,2025-01-16,2025-01-29,543,53.87,39.27,CUST-0195,PRD-002,İç Anadolu
ORD-10591,Online,WHS-06,2025-05-17,2025-05-20,2025-05-21,2025-06-02,315,10.96,7.28,CUST-0044,PRD-003,Ege
ORD-10592,Retail,WHS-06,2024-03-24,2024-03-27,2024-04-01,2024-04-06,149,63.32,40.21,CUST-0045,PRD-002,Marmara
ORD-10593,Retail,WHS-06,2025-04-12,2025-04-15,2025-04-18,2025-05-01,304,26.65,22.06,CUST-0068,PRD-003,Akdeniz
ORD-10594,Retail,WHS-02,2024-02-24,2024-02-25,2024-02-27,2024-03-07,235,97.99,71.84,CUST-0128,PRD-003,Marmara
ORD-10595,Online,WHS-01,2024-03-18,2024-03-22,2024-03-28,2024-04-02,53,10.16,6.64,CUST-0185,PRD-002,Akdeniz
ORD-10596,Wholesale,WHS-04,2024-10-22,2024-10-24,2024-10-31,2024-11-03,488,55.61,47.15,CUST-0097,PRD-002,Marmara
ORD-10597,Online,WHS-03,2025-01-12,2025-01-15,2025-01-17,2025-01-23,75,43.65,30.19,CUST-0127,PRD-004,Marmara
ORD-10598,Retail,WHS-04,2025-04-30,2025-04-30,2025-05-04,2025-05-09,534,47.63,29.32,CUST-0019,PRD-004,Akdeniz
ORD-10599,Online,WHS-01,2025-01-21,2025-01-22,2025-01-27,2025-01-30,556,22.45,16.59,CUST-0055,PRD-004,Marmara
ORD-10600,Online,WHS-02,2024-07-02,2024-07-04,2024-07-09,2024-07-22,501,82.25,73.22,CUST-0275,PRD-003,Marmara
ORD-10601,Wholesale,WHS-06,2025-07-07,2025-07-08,2025-07-11,2025-07-15,333,7.61,6.06,CUST-0063,PRD-002,İç Anadolu
ORD-10602,Wholesale,WHS-01,2025-02-26,2025-02-27,2025-03-04,2025-03-10,85,83.4,71.2,CUST-0197,PRD-002,Marmara
ORD-10603,Online,WHS-01,2024-11-02,2024-11-06,2024-11-08,2024-11-18,61,65.61,55.1,CUST-0286,PRD-004,Akdeniz
ORD-10604,Wholesale,WHS-03,2024-07-27,2024-07-27,2024-08-03,2024-08-15,269,87.59,63.63,CUST-0214,PRD-003,İç Anadolu
ORD-10605,Wholesale,WHS-05,2024-11-16,2024-11-20,2024-11-21,2024-12-04,526,27.63,24.56,CUST-0103,PRD-004,Akdeniz
ORD-10606,Retail,WHS-02,2024-01-27,2024-01-30,2024-02-01,2024-02-12,86,100.18,70.1,CUST-0254,PRD-002,Akdeniz
ORD-10607,Wholesale,WHS-04,2025-05-22,2025-05-24,2025-05-31,2025-06-09,498,20.6,14.33,CUST-0082,PRD-001,Ege
ORD-10608,Retail,WHS-04,2024-01-04,2024-01-07,2024-01-08,2024-01-20,208,20.66,17.05,CUST-0159,PRD-003,Ege
ORD-10609,Online,WHS-06,2024-03-08,2024-03-08,2024-03-09,2024-03-16,355,53.96,41.83,CUST-0178,PRD-002,İç Anadolu
ORD-10610,Retail,WHS-04,2025-03-25,2025-03-26,2025-04-02,2025-04-14,126,85.38,63.97,CUST-0297,PRD-003,Akdeniz
ORD-10611,Wholesale,WHS-04,2025-05-17,2025-05-18,2025-05-24,2025-05-26,490,100.12,78.99,CUST-0044,PRD-003,İç Anadolu
ORD-10612,Retail,WHS-06,2024-12-22,2024-12-23,2024-12-26,2024-12-29,218,66.0,55.79,CUST-0093,PRD-004,Ege
ORD-10613,Online,WHS-05,2024-01-04,2024-01-05,2024-01-12,2024-01-20,533,38.59,25.34,CUST-0219,PRD-001,Akdeniz
ORD-10614,Wholesale,WHS-05,2025-04-30,2025-05-03,2025-05-06,2025-05-09,263,49.09,38.33,CUST-0176,PRD-002,Akdeniz
ORD-10615,Wholesale,WHS-04,2024-10-22,2024-10-26,2024-10-30,2024-11-12,266,72.7,56.54,CUST-0258,PRD-001,Marmara
ORD-10616,Online,WHS-04,2024-12-13,2024-12-15,2024-12-18,2024-12-28,538,43.11,27.81,CUST-0227,PRD-004,Ege
ORD-10617,Retail,WHS-04,2025-08-03,2025-08-06,2025-08-13,2025-08-20,17,32.2,21.89,CUST-0268,PRD-001,Akdeniz
ORD-10618,Retail,WHS-01,2024-02-09,2024-02-13,2024-02-16,2024-02-19,521,65.93,43.87,CUST-0117,PRD-004,Marmara
ORD-10619,Retail,WHS-02,2024-06-10,2024-06-12,2024-06-19,2024-06-30,241,53.82,41.9,CUST-0297,PRD-003,Akdeniz
ORD-10620,Online,WHS-02,2025-04-08,2025-04-08,2025-04-12,2025-04-19,555,117.83,74.58,CUST-0091,PRD-002,Ege
ORD-10621,Retail,WHS-06,2024-08-01,2024-08-04,2024-08-05,2024-08-17,373,96.35,67.57,CUST-0052,PRD-001,Ege
ORD-10622,Retail,WHS-02,2024-05-12,2024-05-13,2024-05-19,2024-05-25,377,96.86,69.96,CUST-0138,PRD-003,İç Anadolu
ORD-10623,Retail,WHS-03,2024-10-26,2024-10-27,2024-11-03,2024-11-04,20,15.35,12.82,CUST-0156,PRD-002,Akdeniz
ORD-10624,Retail,WHS-05,2025-04-08,2025-04-10,2025-04-15,2025-04-22,96,109.28,70.1,CUST-0280,PRD-001,Marmara
ORD-10625,Wholesale,WHS-06,2025-05-07,2025-05-09,2025-05-11,2025-05-18,430,86.28,72.46,CUST-0226,PRD-001,Ege
ORD-10626,Wholesale,WHS-02,2024-12-16,2024-12-18,2024-12-19,2025-01-01,186,68.85,52.93,CUST-0260,PRD-002,Akdeniz
ORD-10627,Wholesale,WHS-05,2025-06-06,2025-06-06,2025-06-12,2025-06-22,207,92.86,59.4,CUST-0223,PRD-002,Akdeniz
ORD-10628,Retail,WHS-02,2024-06-12,2024-06-14,2024-06-21,2024-06-23,127,63.62,53.55,CUST-0159,PRD-004,İç Anadolu
ORD-10629,Wholesale,WHS-01,2024-02-12,2024-02-15,2024-02-18,2024-02-21,214,14.08,9.82,CUST-0069,PRD-001,Marmara
ORD-10630,Retail,WHS-02,2024-08-17,2024-08-21,2024-08-28,2024-09-07,118,39.67,28.37,CUST-0049,PRD-003,Akdeniz
ORD-10631,Retail,WHS-01,2025-01-23,2025-01-24,2025-01-29,2025-02-03,350,74.02,58.65,CUST-0072,PRD-001,İç Anadolu
ORD-10632,Retail,WHS-03,2024-09-13,2024-09-17,2024-09-20,2024-09-24,51,97.52,71.81,CUST-0235,PRD-001,Akdeniz
ORD-10633,Retail,WHS-06,2024-03-30,2024-03-31,2024-04-06,2024-04-17,362,107.63,67.91,CUST-0264,PRD-001,İç Anadolu
ORD-10634,Online,WHS-06,2024-07-18,2024-07-20,2024-07-26,2024-07-31,452,82.22,59.05,CUST-0031,PRD-002,Marmara
ORD-10635,Online,WHS-05,2024-09-27,2024-09-28,2024-09-30,2024-10-13,506,23.16,18.99,CUST-0037,PRD-002,Akdeniz
ORD-10636,Wholesale,WHS-01,2024-04-02,2024-04-05,2024-04-11,2024-04-16,229,57.94,45.6,CUST-0091,PRD-004,Akdeniz
ORD-10637,Online,WHS-02,2024-08-07,2024-08-11,2024-08-16,2024-08-26,46,37.31,31.44,CUST-0025,PRD-001,Marmara
ORD-10638,Online,WHS-03,2025-03-01,2025-03-04,2025-03-05,2025-03-11,129,94.11,65.96,CUST-0053,PRD-002,Marmara
ORD-10639,Retail,WHS-02,2024-01-02,2024-01-05,2024-01-11,2024-01-16,408,87.5,68.81,CUST-0065,PRD-001,Ege
ORD-10640,Online,WHS-03,2024-04-26,2024-04-29,2024-05-04,2024-05-13,499,98.21,64.17,CUST-0216,PRD-002,Marmara
ORD-10641,Online,WHS-02,2025-03-24,2025-03-25,2025-03-28,2025-04-05,544,26.66,21.67,CUST-0059,PRD-001,Marmara
ORD-10642,Wholesale,WHS-06,2024-09-27,2024-09-27,2024-09-29,2024-10-10,119,118.26,73.37,CUST-0075,PRD-002,İç Anadolu
ORD-10643,Retail,WHS-01,2024-06-26,2024-06-28,2024-07-05,2024-07-08,11,86.81,70.91,CUST-0176,PRD-003,Ege
ORD-10644,Retail,WHS-01,2025-03-30,2025-04-02,2025-04-06,2025-04-08,32,60.31,44.07,CUST-0035,PRD-004,İç Anadolu
ORD-10645,Retail,WHS-06,2025-03-14,2025-03-14,2025-03-16,2025-03-19,581,17.53,13.04,CUST-0216,PRD-003,Akdeniz
ORD-10646,Online,WHS-04,2024-06-29,2024-07-02,2024-07-06,2024-07-10,296,27.48,22.76,CUST-0169,PRD-002,Marmara
ORD-10647,Retail,WHS-02,2025-01-18,2025-01-21,2025-01-28,2025-02-04,289,10.8,7.93,CUST-0188,PRD-003,Marmara
ORD-10648,Wholesale,WHS-01,2025-07-14,2025-07-18,2025-07-20,2025-07-24,180,91.1,55.57,CUST-0099,PRD-002,İç Anadolu
ORD-10649,Wholesale,WHS-02,2025-05-28,2025-05-30,2025-05-31,2025-06-03,127,96.92,73.26,CUST-0140,PRD-001,İç Anadolu
ORD-10650,Wholesale,WHS-06,2024-01-12,2024-01-14,2024-01-19,2024-01-20,510,121.73,75.21,CUST-0069,PRD-001,İç Anadolu
ORD-10651,Retail,WHS-01,2024-04-09,2024-04-10,2024-04-11,2024-04-20,33,78.85,52.49,CUST-0143,PRD-002,Marmara
ORD-10652,Retail,WHS-05,2024-09-16,2024-09-17,2024-09-19,2024-09-28,176,116.92,72.36,CUST-0114,PRD-002,İç Anadolu
ORD-10653,Retail,WHS-06,2024-09-11,2024-09-14,2024-09-16,2024-09-25,317,26.29,20.86,CUST-0092,PRD-004,Marmara
ORD-10654,Online,WHS-04,2024-08-23,2024-08-27,2024-09-02,2024-09-07,561,93.32,77.33,CUST-0126,PRD-003,Ege
ORD-10655,Retail,WHS-02,2024-01-29,2024-01-31,2024-02-02,2024-02-11,257,15.14,11.63,CUST-0062,PRD-003,Akdeniz
ORD-10656,Retail,WHS-04,2024-05-20,2024-05-23,2024-05-26,2024-06-02,475,30.21,26.11,CUST-0297,PRD-004,Marmara
ORD-10657,Wholesale,WHS-04,2024-05-09,2024-05-10,2024-05-15,2024-05-20,62,14.06,9.74,CUST-0171,PRD-003,İç Anadolu
ORD-10658,Online,WHS-02,2024-10-12,2024-10-14,2024-10-19,2024-10-22,30,82.89,52.62,CUST-0198,PRD-003,Marmara
ORD-10659,Retail,WHS-01,2025-04-28,2025-04-29,2025-05-02,2025-05-09,358,43.43,36.3,CUST-0104,PRD-004,Ege
ORD-10660,Retail,WHS-04,2025-05-05,2025-05-09,2025-05-13,2025-05-21,333,29.15,19.43,CUST-0275,PRD-001,Ege
ORD-10661,Wholesale,WHS-03,2025-07-05,2025-07-06,2025-07-09,2025-07-12,417,55.07,36.7,CUST-0229,PRD-003,İç Anadolu
ORD-10662,Online,WHS-02,2025-06-07,2025-06-11,2025-06-13,2025-06-25,286,75.31,49.82,CUST-0161,PRD-003,Akdeniz
ORD-10663,Wholesale,WHS-01,2024-01-18,2024-01-19,2024-01-24,2024-02-03,148,80.08,57.66,CUST-0176,PRD-001,İç Anadolu
ORD-10664,Online,WHS-06,2025-01-03,2025-01-04,2025-01-10,2025-01-20,220,74.4,49.56,CUST-0273,PRD-003,Ege
ORD-10665,Retail,WHS-05,2024-03-10,2024-03-11,2024-03-18,2024-03-30,103,84.25,52.78,CUST-0104,PRD-002,Ege
ORD-10666,Online,WHS-05,2024-08-20,2024-08-21,2024-08-26,2024-09-02,255,12.05,8.81,CUST-0269,PRD-002,Marmara
ORD-10667,Wholesale,WHS-02,2024-05-10,2024-05-11,2024-05-14,2024-05-20,436,78.44,52.33,CUST-0210,PRD-003,Ege
ORD-10668,Online,WHS-04,2024-05-12,2024-05-14,2024-05-17,2024-05-26,456,93.43,63.26,CUST-0063,PRD-001,Akdeniz
ORD-10669,Retail,WHS-04,2024-10-23,2024-10-24,2024-10-29,2024-11-11,28,51.58,34.2,CUST-0174,PRD-001,Marmara
ORD-10670,Wholesale,WHS-06,2024-12-16,2024-12-17,2024-12-18,2024-12-29,196,73.76,57.68,CUST-0152,PRD-003,İç Anadolu
ORD-10671,Retail,WHS-06,2024-08-19,2024-08-20,2024-08-25,2024-08-28,510,92.96,64.26,CUST-0294,PRD-003,İç Anadolu
ORD-10672,Online,WHS-01,2025-02-08,2025-02-10,2025-02-12,2025-02-23,202,50.17,44.02,CUST-0028,PRD-001,Marmara
ORD-10673,Online,WHS-03,2025-05-20,2025-05-23,2025-05-26,2025-06-07,235,78.92,64.35,CUST-0214,PRD-003,Akdeniz
ORD-10674,Retail,WHS-05,2024-03-25,2024-03-27,2024-04-01,2024-04-04,351,22.82,16.24,CUST-0161,PRD-003,Marmara
ORD-10675,Retail,WHS-06,2024-04-24,2024-04-27,2024-05-01,2024-05-12,347,36.29,24.33,CUST-0027,PRD-003,Marmara
ORD-10676,Retail,WHS-05,2024-02-27,2024-03-02,2024-03-06,2024-03-19,345,54.64,39.47,CUST-0038,PRD-004,Marmara
ORD-10677,Retail,WHS-01,2024-01-26,2024-01-26,2024-01-27,2024-01-30,517,28.37,17.93,CUST-0048,PRD-001,Ege
ORD-10678,Online,WHS-03,2024-11-27,2024-12-01,2024-12-03,2024-12-09,209,8.7,7.35,CUST-0069,PRD-004,İç Anadolu
ORD-10679,Retail,WHS-01,2024-08-03,2024-08-04,2024-08-08,2024-08-20,20,15.71,11.71,CUST-0039,PRD-001,Akdeniz
ORD-10680,Retail,WHS-06,2024-06-20,2024-06-20,2024-06-22,2024-06-29,388,83.43,51.21,CUST-0015,PRD-004,Akdeniz
ORD-10681,Online,WHS-05,2024-07-26,2024-07-26,2024-07-28,2024-08-05,309,45.45,33.88,CUST-0060,PRD-003,Ege
ORD-10682,Wholesale,WHS-02,2025-06-24,2025-06-28,2025-07-04,2025-07-05,157,26.58,19.38,CUST-0186,PRD-002,Ege
ORD-10683,Online,WHS-04,2024-12-24,2024-12-28,2024-12-30,2025-01-06,450,106.94,68.51,CUST-0018,PRD-001,Ege
ORD-10684,Online,WHS-05,2024-01-17,2024-01-19,2024-01-22,2024-01-28,550,35.36,30.05,CUST-0202,PRD-004,Ege
ORD-10685,Online,WHS-03,2025-02-03,2025-02-04,2025-02-09,2025-02-22,226,31.92,28.03,CUST-0272,PRD-003,İç Anadolu
ORD-10686,Retail,WHS-06,2024-01-21,2024-01-22,2024-01-25,2024-01-29,292,31.69,23.26,CUST-0153,PRD-002,Akdeniz
ORD-10687,Online,WHS-04,2024-09-15,2024-09-18,2024-09-24,2024-10-01,571,58.09,47.28,CUST-0226,PRD-003,Marmara
ORD-10688,Wholesale,WHS-05,2024-04-30,2024-05-01,2024-05-07,2024-05-14,547,46.31,28.94,CUST-0106,PRD-004,Ege
ORD-10689,Online,WHS-06,2025-02-23,2025-02-24,2025-03-01,2025-03-07,29,33.14,29.11,CUST-0037,PRD-002,Akdeniz
ORD-10690,Online,WHS-04,2024-11-15,2024-11-18,2024-11-24,2024-12-04,90,10.5,8.9,CUST-0235,PRD-003,İç Anadolu
ORD-10691,Wholesale,WHS-01,2024-04-09,2024-04-11,2024-04-15,2024-04-26,467,86.87,71.01,CUST-0130,PRD-004,Akdeniz
ORD-10692,Wholesale,WHS-04,2024-08-01,2024-08-02,2024-08-08,2024-08-15,63,89.06,65.14,CUST-0194,PRD-003,Akdeniz
ORD-10693,Online,WHS-03,2024-09-30,2024-10-01,2024-10-07,2024-10-13,487,26.75,18.12,CUST-0181,PRD-003,Marmara
ORD-10694,Retail,WHS-04,2024-10-21,2024-10-21,2024-10-26,2024-11-05,175,117.34,79.67,CUST-0149,PRD-004,İç Anadolu
ORD-10695,Retail,WHS-05,2024-09-16,2024-09-19,2024-09-25,2024-10-03,525,28.9,20.35,CUST-0149,PRD-002,Marmara
ORD-10696,Retail,WHS-01,2024-08-30,2024-08-30,2024-08-31,2024-09-11,99,60.73,43.4,CUST-0067,PRD-004,Akdeniz
ORD-10697,Online,WHS-02,2025-02-02,2025-02-06,2025-02-07,2025-02-14,226,88.0,77.76,CUST-0262,PRD-003,Ege
ORD-10698,Retail,WHS-05,2024-10-06,2024-10-07,2024-10-14,2024-10-25,218,20.85,16.69,CUST-0044,PRD-004,Akdeniz
ORD-10699,Online,WHS-03,2025-01-14,2025-01-18,2025-01-20,2025-01-31,474,37.71,24.7,CUST-0042,PRD-004,Akdeniz
ORD-10700,Wholesale,WHS-02,2025-04-10,2025-04-13,2025-04-15,2025-04-21,241,71.12,56.94,CUST-0100,PRD-001,Ege
ORD-10701,Online,WHS-01,2024-10-12,2024-10-13,2024-10-14,2024-10-19,11,70.86,58.04,CUST-0190,PRD-003,Ege
ORD-10702,Wholesale,WHS-06,2025-04-30,2025-05-03,2025-05-05,2025-05-07,368,48.89,34.27,CUST-0156,PRD-001,Marmara
ORD-10703,Wholesale,WHS-04,2025-01-01,2025-01-02,2025-01-04,2025-01-08,599,78.11,53.32,CUST-0263,PRD-003,İç Anadolu
ORD-10704,Online,WHS-06,2025-02-06,2025-02-07,2025-02-08,2025-02-11,214,21.57,17.69,CUST-0281,PRD-004,Ege
ORD-10705,Retail,WHS-04,2025-02-06,2025-02-08,2025-02-10,2025-02-14,151,75.75,51.47,CUST-0206,PRD-001,Marmara
ORD-10706,Retail,WHS-03,2024-01-22,2024-01-24,2024-01-29,2024-02-07,470,94.47,68.19,CUST-0262,PRD-003,Ege
ORD-10707,Wholesale,WHS-04,2025-01-13,2025-01-14,2025-01-15,2025-01-17,353,66.23,46.21,CUST-0183,PRD-004,Marmara
ORD-10708,Online,WHS-06,2024-01-06,2024-01-09,2024-01-16,2024-01-24,484,93.13,62.16,CUST-0289,PRD-002,Akdeniz
ORD-10709,Online,WHS-01,2025-07-22,2025-07-23,2025-07-25,2025-08-03,380,99.24,60.84,CUST-0084,PRD-002,Ege
ORD-10710,Online,WHS-03,2024-05-31,2024-06-01,2024-06-07,2024-06-13,12,9.64,6.63,CUST-0038,PRD-004,Akdeniz
ORD-10711,Retail,WHS-05,2024-12-13,2024-12-14,2024-12-21,2025-01-02,277,98.62,71.65,CUST-0221,PRD-001,İç Anadolu
ORD-10712,Online,WHS-04,2024-07-23,2024-07-27,2024-07-29,2024-08-03,201,10.42,7.2,CUST-0121,PRD-001,Marmara
ORD-10713,Online,WHS-04,2024-08-26,2024-08-27,2024-08-28,2024-08-29,237,48.75,35.65,CUST-0177,PRD-001,Marmara
ORD-10714,Online,WHS-03,2024-06-12,2024-06-16,2024-06-18,2024-06-25,364,54.99,36.08,CUST-0253,PRD-002,Ege
ORD-10715,Wholesale,WHS-05,2025-02-18,2025-02-20,2025-02-27,2025-03-03,84,93.93,70.12,CUST-0225,PRD-002,Akdeniz
ORD-10716,Online,WHS-03,2025-01-30,2025-02-01,2025-02-08,2025-02-15,578,109.19,77.63,CUST-0233,PRD-002,İç Anadolu
ORD-10717,Online,WHS-05,2025-01-09,2025-01-12,2025-01-13,2025-01-21,432,31.51,23.02,CUST-0093,PRD-002,İç Anadolu
ORD-10718,Wholesale,WHS-01,2024-05-19,2024-05-23,2024-05-24,2024-05-31,274,23.62,20.7,CUST-0085,PRD-001,Akdeniz
ORD-10719,Wholesale,WHS-05,2024-12-28,2025-01-01,2025-01-06,2025-01-18,303,8.87,7.09,CUST-0067,PRD-002,Akdeniz
ORD-10720,Online,WHS-05,2025-01-16,2025-01-16,2025-01-20,2025-01-31,293,93.78,57.01,CUST-0238,PRD-002,İç Anadolu
ORD-10721,Wholesale,WHS-04,2025-01-15,2025-01-15,2025-01-18,2025-01-31,118,81.19,70.5,CUST-0019,PRD-004,Ege
ORD-10722,Retail,WHS-06,2025-03-19,2025-03-22,2025-03-29,2025-03-30,83,26.82,19.94,CUST-0096,PRD-001,Marmara
ORD-10723,Wholesale,WHS-02,2024-08-11,2024-08-12,2024-08-16,2024-08-27,120,11.8,9.37,CUST-0182,PRD-001,İç Anadolu
ORD-10724,Retail,WHS-05,2025-01-26,2025-01-26,2025-02-01,2025-02-11,90,75.36,60.11,CUST-0121,PRD-004,Ege
ORD-10725,Online,WHS-04,2024-05-12,2024-05-12,2024-05-14,2024-05-25,225,56.46,44.72,CUST-0192,PRD-004,Ege
ORD-10726,Wholesale,WHS-04,2024-11-29,2024-12-03,2024-12-05,2024-12-07,335,69.69,51.68,CUST-0123,PRD-002,İç Anadolu
ORD-10727,Retail,WHS-02,2024-04-22,2024-04-22,2024-04-27,2024-04-30,216,39.14,31.05,CUST-0158,PRD-001,İç Anadolu
ORD-10728,Wholesale,WHS-02,2025-05-26,2025-05-27,2025-06-01,2025-06-13,223,16.62,10.29,CUST-0228,PRD-003,İç Anadolu
ORD-10729,Wholesale,WHS-02,2025-01-13,2025-01-13,2025-01-19,2025-01-21,361,72.63,51.65,CUST-0204,PRD-001,İç Anadolu
ORD-10730,Wholesale,WHS-03,2024-06-29,2024-07-01,2024-07-04,2024-07-10,204,34.72,25.14,CUST-0171,PRD-003,Ege
ORD-10731,Online,WHS-01,2024-05-17,2024-05-17,2024-05-18,2024-05-22,297,96.14,71.85,CUST-0127,PRD-002,Akdeniz
ORD-10732,Online,WHS-05,2024-11-22,2024-11-22,2024-11-29,2024-12-09,15,11.31,7.7,CUST-0228,PRD-004,Ege
ORD-10733,Online,WHS-05,2024-08-16,2024-08-16,2024-08-20,2024-08-22,459,18.59,11.82,CUST-0190,PRD-001,İç Anadolu
ORD-10734,Wholesale,WHS-02,2025-06-10,2025-06-10,2025-06-13,2025-06-15,200,32.16,20.88,CUST-0016,PRD-003,İç Anadolu
ORD-10735,Online,WHS-05,2025-02-08,2025-02-11,2025-02-15,2025-02-18,81,86.26,69.38,CUST-0203,PRD-004,Marmara
ORD-10736,Retail,WHS-05,2025-08-05,2025-08-05,2025-08-12,2025-08-15,330,48.96,42.48,CUST-0194,PRD-003,Ege
ORD-10737,Retail,WHS-06,2024-06-13,2024-06-17,2024-06-21,2024-06-28,157,84.48,57.23,CUST-0262,PRD-002,Marmara
ORD-10738,Retail,WHS-04,2025-04-25,2025-04-25,2025-04-30,2025-05-05,344,34.07,27.1,CUST-0206,PRD-003,İç Anadolu
ORD-10739,Wholesale,WHS-01,2025-05-23,2025-05-23,2025-05-25,2025-06-01,10,81.16,57.28,CUST-0089,PRD-002,İç Anadolu
ORD-10740,Wholesale,WHS-04,2024-09-26,2024-09-29,2024-09-30,2024-10-05,50,93.26,58.01,CUST-0220,PRD-004,Marmara
ORD-10741,Wholesale,WHS-01,2024-12-18,2024-12-19,2024-12-26,2025-01-01,206,73.81,55.19,CUST-0091,PRD-001,İç Anadolu
ORD-10742,Online,WHS-05,2025-08-11,2025-08-13,2025-08-14,2025-08-22,323,54.69,41.22,CUST-0191,PRD-002,Ege
ORD-10743,Online,WHS-03,2024-06-25,2024-06-29,2024-06-30,2024-07-07,452,91.57,65.53,CUST-0202,PRD-002,Marmara
ORD-10744,Wholesale,WHS-04,2024-12-21,2024-12-24,2024-12-27,2025-01-03,27,16.58,11.51,CUST-0293,PRD-002,Ege
ORD-10745,Online,WHS-06,2024-01-22,2024-01-22,2024-01-23,2024-02-05,83,64.14,42.63,CUST-0176,PRD-002,Ege
ORD-10746,Online,WHS-06,2024-04-15,2024-04-15,2024-04-19,2024-04-23,272,69.6,46.69,CUST-0139,PRD-004,Ege
